Date,Location,Number_of_Visitors
2020-06-02 05:31:51.823647296,Ghost Tours & Historical Walks,2226
2020-06-05 03:47:58.557114232,Kimberley Museum,6079
2020-06-05 03:47:58.557114232,McGregor Museum,3776
2020-06-05 03:47:58.557114232,William Humphreys Art Gallery,2772
2020-06-05 03:47:58.557114232,Magersfontein Battlefield,4509
2020-06-05 03:47:58.557114232,Ghost Tours & Historical Walks,4235
2020-06-08 02:04:05.290581160,Kimberley Museum,5346
2020-06-08 02:04:05.290581160,McGregor Museum,2782
2020-06-08 02:04:05.290581160,William Humphreys Art Gallery,9351
2020-06-08 02:04:05.290581160,Magersfontein Battlefield,3663
2020-06-08 02:04:05.290581160,Ghost Tours & Historical Walks,6312
2020-06-11 00:20:12.024048096,Kimberley Museum,6319
2020-06-11 00:20:12.024048096,McGregor Museum,5665
2020-06-11 00:20:12.024048096,William Humphreys Art Gallery,3996
2020-06-11 00:20:12.024048096,Magersfontein Battlefield,3871
2020-06-11 00:20:12.024048096,Ghost Tours & Historical Walks,7341
2020-06-13 22:36:18.757515032,Kimberley Museum,7015
2020-06-13 22:36:18.757515032,McGregor Museum,4378
2020-06-13 22:36:18.757515032,William Humphreys Art Gallery,3591
2020-06-13 22:36:18.757515032,Magersfontein Battlefield,5056
2020-06-13 22:36:18.757515032,Ghost Tours & Historical Walks,6499
2020-06-16 20:52:25.490981968,Kimberley Museum,4960
2020-06-16 20:52:25.490981968,McGregor Museum,5553
2020-06-16 20:52:25.490981968,William Humphreys Art Gallery,5144
2020-06-16 20:52:25.490981968,Magersfontein Battlefield,2073
2020-06-16 20:52:25.490981968,Ghost Tours & Historical Walks,6687
2020-06-19 19:08:32.224448896,Kimberley Museum,4481
2020-06-19 19:08:32.224448896,McGregor Museum,5803
2020-06-19 19:08:32.224448896,William Humphreys Art Gallery,4691
2020-06-19 19:08:32.224448896,Magersfontein Battlefield,4296
2020-06-19 19:08:32.224448896,Ghost Tours & Historical Walks,2652
2020-06-22 17:24:38.957915832,Kimberley Museum,7219
2020-06-22 17:24:38.957915832,McGregor Museum,7251
2020-06-22 17:24:38.957915832,William Humphreys Art Gallery,4849
2020-06-22 17:24:38.957915832,Magersfontein Battlefield,4879
2020-06-22 17:24:38.957915832,Ghost Tours & Historical Walks,5334
2020-06-25 15:40:45.691382768,Kimberley Museum,4660
2020-06-25 15:40:45.691382768,McGregor Museum,6591
2020-06-25 15:40:45.691382768,William Humphreys Art Gallery,3501
2020-06-25 15:40:45.691382768,Magersfontein Battlefield,4557
2020-06-25 15:40:45.691382768,Ghost Tours & Historical Walks,7653
2020-06-28 13:56:52.424849704,Kimberley Museum,4221
2020-06-28 13:56:52.424849704,McGregor Museum,3073
2020-06-28 13:56:52.424849704,William Humphreys Art Gallery,5163
2020-06-28 13:56:52.424849704,Magersfontein Battlefield,6093
2020-06-28 13:56:52.424849704,Ghost Tours & Historical Walks,583
2020-07-01 12:12:59.158316632,Kimberley Museum,5881
2020-07-01 12:12:59.158316632,McGregor Museum,4848
2020-07-01 12:12:59.158316632,William Humphreys Art Gallery,6373
2020-07-01 12:12:59.158316632,Magersfontein Battlefield,5682
2020-07-01 12:12:59.158316632,Ghost Tours & Historical Walks,6135
2020-07-04 10:29:05.891783568,Kimberley Museum,5653
2020-07-04 10:29:05.891783568,McGregor Museum,3367
2020-07-04 10:29:05.891783568,William Humphreys Art Gallery,4144
2020-07-04 10:29:05.891783568,Magersfontein Battlefield,4270
2020-07-04 10:29:05.891783568,Ghost Tours & Historical Walks,4247
2020-07-07 08:45:12.625250504,Kimberley Museum,4544
2020-07-07 08:45:12.625250504,McGregor Museum,7006
2020-07-07 08:45:12.625250504,William Humphreys Art Gallery,6851
2020-07-07 08:45:12.625250504,Magersfontein Battlefield,6901
2020-07-07 08:45:12.625250504,Ghost Tours & Historical Walks,7095
2020-07-10 07:01:19.358717440,Kimberley Museum,8021
2020-07-10 07:01:19.358717440,McGregor Museum,4814
2020-07-10 07:01:19.358717440,William Humphreys Art Gallery,4720
2020-07-10 07:01:19.358717440,Magersfontein Battlefield,5938
2020-07-10 07:01:19.358717440,Ghost Tours & Historical Walks,4064
2020-07-13 05:17:26.092184368,Kimberley Museum,7130
2020-07-13 05:17:26.092184368,McGregor Museum,6048
2020-07-13 05:17:26.092184368,William Humphreys Art Gallery,6060
2020-07-13 05:17:26.092184368,Magersfontein Battlefield,4166
2020-07-13 05:17:26.092184368,Ghost Tours & Historical Walks,7435
2020-07-16 03:33:32.825651304,Kimberley Museum,4549
2020-07-16 03:33:32.825651304,McGregor Museum,5789
2020-07-16 03:33:32.825651304,William Humphreys Art Gallery,4607
2020-07-16 03:33:32.825651304,Magersfontein Battlefield,8229
2020-07-16 03:33:32.825651304,Ghost Tours & Historical Walks,5519
2020-07-19 01:49:39.559118240,Kimberley Museum,4448
2020-07-19 01:49:39.559118240,McGregor Museum,4277
2020-07-19 01:49:39.559118240,William Humphreys Art Gallery,3995
2020-07-19 01:49:39.559118240,Magersfontein Battlefield,546
2020-07-19 01:49:39.559118240,Ghost Tours & Historical Walks,7995
2020-07-22 00:05:46.292585168,Kimberley Museum,4623
2020-07-22 00:05:46.292585168,McGregor Museum,4364
2020-07-22 00:05:46.292585168,William Humphreys Art Gallery,4221
2020-07-22 00:05:46.292585168,Magersfontein Battlefield,4036
2020-07-22 00:05:46.292585168,Ghost Tours & Historical Walks,2212
2020-07-24 22:21:53.026052104,Kimberley Museum,3638
2020-07-24 22:21:53.026052104,McGregor Museum,4834
2020-07-24 22:21:53.026052104,William Humphreys Art Gallery,4313
2020-07-24 22:21:53.026052104,Magersfontein Battlefield,3163
2020-07-24 22:21:53.026052104,Ghost Tours & Historical Walks,4773
2020-07-27 20:37:59.759519040,Kimberley Museum,6809
2020-07-27 20:37:59.759519040,McGregor Museum,5772
2020-07-27 20:37:59.759519040,William Humphreys Art Gallery,5770
2020-07-27 20:37:59.759519040,Magersfontein Battlefield,5258
2020-07-27 20:37:59.759519040,Ghost Tours & Historical Walks,959
2020-07-30 18:54:06.492985976,Kimberley Museum,2541
2020-07-30 18:54:06.492985976,McGregor Museum,5207
2020-07-30 18:54:06.492985976,William Humphreys Art Gallery,6113
2020-07-30 18:54:06.492985976,Magersfontein Battlefield,3888
2020-07-30 18:54:06.492985976,Ghost Tours & Historical Walks,3515
2020-08-02 17:10:13.226452904,Kimberley Museum,6147
2020-08-02 17:10:13.226452904,McGregor Museum,6648
2020-08-02 17:10:13.226452904,William Humphreys Art Gallery,2714
2020-08-02 17:10:13.226452904,Magersfontein Battlefield,5872
2020-08-02 17:10:13.226452904,Ghost Tours & Historical Walks,6128
2020-08-05 15:26:19.959919840,Kimberley Museum,3968
2020-08-05 15:26:19.959919840,McGregor Museum,5276
2020-08-05 15:26:19.959919840,William Humphreys Art Gallery,4767
2020-08-05 15:26:19.959919840,Magersfontein Battlefield,2781
2020-08-05 15:26:19.959919840,Ghost Tours & Historical Walks,5900
2020-08-08 13:42:26.693386776,Kimberley Museum,4009
2020-08-08 13:42:26.693386776,McGregor Museum,4792
2020-08-08 13:42:26.693386776,William Humphreys Art Gallery,5466
2020-08-08 13:42:26.693386776,Magersfontein Battlefield,8855
2020-08-08 13:42:26.693386776,Ghost Tours & Historical Walks,4818
2020-08-11 11:58:33.426853712,Kimberley Museum,5060
2020-08-11 11:58:33.426853712,McGregor Museum,6323
2020-08-11 11:58:33.426853712,William Humphreys Art Gallery,2971
2020-08-11 11:58:33.426853712,Magersfontein Battlefield,6623
2020-08-11 11:58:33.426853712,Ghost Tours & Historical Walks,4856
2020-08-14 10:14:40.160320640,Kimberley Museum,5666
2020-08-14 10:14:40.160320640,McGregor Museum,4580
2020-08-14 10:14:40.160320640,William Humphreys Art Gallery,2773
2020-08-14 10:14:40.160320640,Magersfontein Battlefield,4996
2020-08-14 10:14:40.160320640,Ghost Tours & Historical Walks,6800
2020-08-17 08:30:46.893787576,Kimberley Museum,4864
2020-08-17 08:30:46.893787576,McGregor Museum,3630
2020-08-17 08:30:46.893787576,William Humphreys Art Gallery,3080
2020-08-17 08:30:46.893787576,Magersfontein Battlefield,4779
2020-08-17 08:30:46.893787576,Ghost Tours & Historical Walks,7209
2020-08-20 06:46:53.627254512,Kimberley Museum,7678
2020-08-20 06:46:53.627254512,McGregor Museum,5481
2020-08-20 06:46:53.627254512,William Humphreys Art Gallery,3865
2020-08-20 06:46:53.627254512,Magersfontein Battlefield,4465
2020-08-20 06:46:53.627254512,Ghost Tours & Historical Walks,3623
2020-08-23 05:03:00.360721448,Kimberley Museum,5784
2020-08-23 05:03:00.360721448,McGregor Museum,5513
2020-08-23 05:03:00.360721448,William Humphreys Art Gallery,5052
2020-08-23 05:03:00.360721448,Magersfontein Battlefield,3223
2020-08-23 05:03:00.360721448,Ghost Tours & Historical Walks,2606
2020-08-26 03:19:07.094188376,Kimberley Museum,4252
2020-08-26 03:19:07.094188376,McGregor Museum,6722
2020-08-26 03:19:07.094188376,William Humphreys Art Gallery,5514
2020-08-26 03:19:07.094188376,Magersfontein Battlefield,3667
2020-08-26 03:19:07.094188376,Ghost Tours & Historical Walks,4054
2020-08-29 01:35:13.827655312,Kimberley Museum,4255
2020-08-29 01:35:13.827655312,McGregor Museum,2782
2020-08-29 01:35:13.827655312,William Humphreys Art Gallery,5645
2020-08-29 01:35:13.827655312,Magersfontein Battlefield,6907
2020-08-29 01:35:13.827655312,Ghost Tours & Historical Walks,4607
2020-08-31 23:51:20.561122248,Kimberley Museum,5831
2020-08-31 23:51:20.561122248,McGregor Museum,2245
2020-08-31 23:51:20.561122248,William Humphreys Art Gallery,4469
2020-08-31 23:51:20.561122248,Magersfontein Battlefield,1869
2020-08-31 23:51:20.561122248,Ghost Tours & Historical Walks,5474
2020-09-03 22:07:27.294589176,Kimberley Museum,5220
2020-09-03 22:07:27.294589176,McGregor Museum,3654
2020-09-03 22:07:27.294589176,William Humphreys Art Gallery,2779
2020-09-03 22:07:27.294589176,Magersfontein Battlefield,3704
2020-09-03 22:07:27.294589176,Ghost Tours & Historical Walks,7684
2020-09-06 20:23:34.028056112,Kimberley Museum,2972
2020-09-06 20:23:34.028056112,McGregor Museum,5017
2020-09-06 20:23:34.028056112,William Humphreys Art Gallery,4898
2020-09-06 20:23:34.028056112,Magersfontein Battlefield,4731
2020-09-06 20:23:34.028056112,Ghost Tours & Historical Walks,3571
2020-09-09 18:39:40.761523048,Kimberley Museum,5332
2020-09-09 18:39:40.761523048,McGregor Museum,4677
2020-09-09 18:39:40.761523048,William Humphreys Art Gallery,5992
2020-09-09 18:39:40.761523048,Magersfontein Battlefield,3300
2020-09-09 18:39:40.761523048,Ghost Tours & Historical Walks,3217
2020-09-12 16:55:47.494989984,Kimberley Museum,6757
2020-09-12 16:55:47.494989984,McGregor Museum,5965
2020-09-12 16:55:47.494989984,William Humphreys Art Gallery,5368
2020-09-12 16:55:47.494989984,Magersfontein Battlefield,5867
2020-09-12 16:55:47.494989984,Ghost Tours & Historical Walks,4152
2020-09-15 15:11:54.228456912,Kimberley Museum,3485
2020-09-15 15:11:54.228456912,McGregor Museum,4901
2020-09-15 15:11:54.228456912,William Humphreys Art Gallery,4233
2020-09-15 15:11:54.228456912,Magersfontein Battlefield,8067
2020-09-15 15:11:54.228456912,Ghost Tours & Historical Walks,3761
2020-09-18 13:28:00.961923848,Kimberley Museum,6556
2020-09-18 13:28:00.961923848,McGregor Museum,4235
2020-09-18 13:28:00.961923848,William Humphreys Art Gallery,5240
2020-09-18 13:28:00.961923848,Magersfontein Battlefield,3322
2020-09-18 13:28:00.961923848,Ghost Tours & Historical Walks,5395
2020-09-21 11:44:07.695390784,Kimberley Museum,3310
2020-09-21 11:44:07.695390784,McGregor Museum,6337
2020-09-21 11:44:07.695390784,William Humphreys Art Gallery,3529
2020-09-21 11:44:07.695390784,Magersfontein Battlefield,3615
2020-09-21 11:44:07.695390784,Ghost Tours & Historical Walks,5132
2020-09-24 10:00:14.428857720,Kimberley Museum,5950
2020-09-24 10:00:14.428857720,McGregor Museum,7296
2020-09-24 10:00:14.428857720,William Humphreys Art Gallery,5786
2020-09-24 10:00:14.428857720,Magersfontein Battlefield,3533
2020-09-24 10:00:14.428857720,Ghost Tours & Historical Walks,4336
2020-09-27 08:16:21.162324648,Kimberley Museum,4420
2020-09-27 08:16:21.162324648,McGregor Museum,6692
2020-09-27 08:16:21.162324648,William Humphreys Art Gallery,5273
2020-09-27 08:16:21.162324648,Magersfontein Battlefield,5458
2020-09-27 08:16:21.162324648,Ghost Tours & Historical Walks,2965
2020-09-30 06:32:27.895791584,Kimberley Museum,8081
2020-09-30 06:32:27.895791584,McGregor Museum,4099
2020-09-30 06:32:27.895791584,William Humphreys Art Gallery,6224
2020-09-30 06:32:27.895791584,Magersfontein Battlefield,5067
2020-09-30 06:32:27.895791584,Ghost Tours & Historical Walks,3834
2020-10-03 04:48:34.629258520,Kimberley Museum,6346
2020-10-03 04:48:34.629258520,McGregor Museum,6442
2020-10-03 04:48:34.629258520,William Humphreys Art Gallery,5173
2020-10-03 04:48:34.629258520,Magersfontein Battlefield,6358
2020-10-03 04:48:34.629258520,Ghost Tours & Historical Walks,3847
2020-10-06 03:04:41.362725456,Kimberley Museum,4667
2020-10-06 03:04:41.362725456,McGregor Museum,4340
2020-10-06 03:04:41.362725456,William Humphreys Art Gallery,3332
2020-10-06 03:04:41.362725456,Magersfontein Battlefield,3043
2020-10-06 03:04:41.362725456,Ghost Tours & Historical Walks,5407
2020-10-09 01:20:48.096192384,Kimberley Museum,5518
2020-10-09 01:20:48.096192384,McGregor Museum,6950
2020-10-09 01:20:48.096192384,William Humphreys Art Gallery,5942
2020-10-09 01:20:48.096192384,Magersfontein Battlefield,3136
2020-10-09 01:20:48.096192384,Ghost Tours & Historical Walks,2645
2020-10-11 23:36:54.829659320,Kimberley Museum,5734
2020-10-11 23:36:54.829659320,McGregor Museum,4629
2020-10-11 23:36:54.829659320,William Humphreys Art Gallery,1263
2020-10-11 23:36:54.829659320,Magersfontein Battlefield,8242
2020-10-11 23:36:54.829659320,Ghost Tours & Historical Walks,5238
2020-10-14 21:53:01.563126256,Kimberley Museum,4773
2020-10-14 21:53:01.563126256,McGregor Museum,6140
2020-10-14 21:53:01.563126256,William Humphreys Art Gallery,4022
2020-10-14 21:53:01.563126256,Magersfontein Battlefield,3504
2020-10-14 21:53:01.563126256,Ghost Tours & Historical Walks,5814
2020-10-17 20:09:08.296593184,Kimberley Museum,6426
2020-10-17 20:09:08.296593184,McGregor Museum,3202
2020-10-17 20:09:08.296593184,William Humphreys Art Gallery,6010
2020-10-17 20:09:08.296593184,Magersfontein Battlefield,7955
2020-10-17 20:09:08.296593184,Ghost Tours & Historical Walks,6208
2020-10-20 18:25:15.030060120,Kimberley Museum,4171
2020-10-20 18:25:15.030060120,McGregor Museum,1921
2020-10-20 18:25:15.030060120,William Humphreys Art Gallery,6607
2020-10-20 18:25:15.030060120,Magersfontein Battlefield,4911
2020-10-20 18:25:15.030060120,Ghost Tours & Historical Walks,5728
2020-10-23 16:41:21.763527056,Kimberley Museum,5783
2020-10-23 16:41:21.763527056,McGregor Museum,4630
2020-10-23 16:41:21.763527056,William Humphreys Art Gallery,3283
2020-10-23 16:41:21.763527056,Magersfontein Battlefield,5186
2020-10-23 16:41:21.763527056,Ghost Tours & Historical Walks,1802
2020-10-26 14:57:28.496993992,Kimberley Museum,6490
2020-10-26 14:57:28.496993992,McGregor Museum,5103
2020-10-26 14:57:28.496993992,William Humphreys Art Gallery,4673
2020-10-26 14:57:28.496993992,Magersfontein Battlefield,1496
2020-10-26 14:57:28.496993992,Ghost Tours & Historical Walks,7685
2020-10-29 13:13:35.230460920,Kimberley Museum,7662
2020-10-29 13:13:35.230460920,McGregor Museum,3745
2020-10-29 13:13:35.230460920,William Humphreys Art Gallery,3406
2020-10-29 13:13:35.230460920,Magersfontein Battlefield,4239
2020-10-29 13:13:35.230460920,Ghost Tours & Historical Walks,5412
2020-11-01 11:29:41.963927856,Kimberley Museum,4414
2020-11-01 11:29:41.963927856,McGregor Museum,2970
2020-11-01 11:29:41.963927856,William Humphreys Art Gallery,3837
2020-11-01 11:29:41.963927856,Magersfontein Battlefield,4704
2020-11-01 11:29:41.963927856,Ghost Tours & Historical Walks,4917
2020-11-04 09:45:48.697394792,Kimberley Museum,4640
2020-11-04 09:45:48.697394792,McGregor Museum,4685
2020-11-04 09:45:48.697394792,William Humphreys Art Gallery,4322
2020-11-04 09:45:48.697394792,Magersfontein Battlefield,2490
2020-11-04 09:45:48.697394792,Ghost Tours & Historical Walks,5022
2020-11-07 08:01:55.430861728,Kimberley Museum,4239
2020-11-07 08:01:55.430861728,McGregor Museum,6028
2020-11-07 08:01:55.430861728,William Humphreys Art Gallery,4797
2020-11-07 08:01:55.430861728,Magersfontein Battlefield,1555
2020-11-07 08:01:55.430861728,Ghost Tours & Historical Walks,4179
2020-11-10 06:18:02.164328656,Kimberley Museum,3651
2020-11-10 06:18:02.164328656,McGregor Museum,5410
2020-11-10 06:18:02.164328656,William Humphreys Art Gallery,6309
2020-11-10 06:18:02.164328656,Magersfontein Battlefield,3326
2020-11-10 06:18:02.164328656,Ghost Tours & Historical Walks,3325
2020-11-13 04:34:08.897795592,Kimberley Museum,4798
2020-11-13 04:34:08.897795592,McGregor Museum,4599
2020-11-13 04:34:08.897795592,William Humphreys Art Gallery,2835
2020-11-13 04:34:08.897795592,Magersfontein Battlefield,5136
2020-11-13 04:34:08.897795592,Ghost Tours & Historical Walks,4430
2020-11-16 02:50:15.631262528,Kimberley Museum,3986
2020-11-16 02:50:15.631262528,McGregor Museum,3708
2020-11-16 02:50:15.631262528,William Humphreys Art Gallery,5511
2020-11-16 02:50:15.631262528,Magersfontein Battlefield,4700
2020-11-16 02:50:15.631262528,Ghost Tours & Historical Walks,4337
2020-11-19 01:06:22.364729464,Kimberley Museum,2959
2020-11-19 01:06:22.364729464,McGregor Museum,4270
2020-11-19 01:06:22.364729464,William Humphreys Art Gallery,7110
2020-11-19 01:06:22.364729464,Magersfontein Battlefield,4094
2020-11-19 01:06:22.364729464,Ghost Tours & Historical Walks,6820
2020-11-21 23:22:29.098196392,Kimberley Museum,4199
2020-11-21 23:22:29.098196392,McGregor Museum,6110
2020-11-21 23:22:29.098196392,William Humphreys Art Gallery,3847
2020-11-21 23:22:29.098196392,Magersfontein Battlefield,5639
2020-11-21 23:22:29.098196392,Ghost Tours & Historical Walks,4869
2020-11-24 21:38:35.831663328,Kimberley Museum,7219
2020-11-24 21:38:35.831663328,McGregor Museum,2801
2020-11-24 21:38:35.831663328,William Humphreys Art Gallery,8544
2020-11-24 21:38:35.831663328,Magersfontein Battlefield,3487
2020-11-24 21:38:35.831663328,Ghost Tours & Historical Walks,4863
2020-11-27 19:54:42.565130264,Kimberley Museum,4856
2020-11-27 19:54:42.565130264,McGregor Museum,5046
2020-11-27 19:54:42.565130264,William Humphreys Art Gallery,5503
2020-11-27 19:54:42.565130264,Magersfontein Battlefield,4488
2020-11-27 19:54:42.565130264,Ghost Tours & Historical Walks,6417
2020-11-30 18:10:49.298597200,Kimberley Museum,4743
2020-11-30 18:10:49.298597200,McGregor Museum,8371
2020-11-30 18:10:49.298597200,William Humphreys Art Gallery,6021
2020-11-30 18:10:49.298597200,Magersfontein Battlefield,7074
2020-11-30 18:10:49.298597200,Ghost Tours & Historical Walks,8338
2020-12-03 16:26:56.032064128,Kimberley Museum,3633
2020-12-03 16:26:56.032064128,McGregor Museum,4875
2020-12-03 16:26:56.032064128,William Humphreys Art Gallery,5784
2020-12-03 16:26:56.032064128,Magersfontein Battlefield,5115
2020-12-03 16:26:56.032064128,Ghost Tours & Historical Walks,7030
2020-12-06 14:43:02.765531064,Kimberley Museum,3202
2020-12-06 14:43:02.765531064,McGregor Museum,2645
2020-12-06 14:43:02.765531064,William Humphreys Art Gallery,6771
2020-12-06 14:43:02.765531064,Magersfontein Battlefield,4882
2020-12-06 14:43:02.765531064,Ghost Tours & Historical Walks,5880
2020-12-09 12:59:09.498998000,Kimberley Museum,8323
2020-12-09 12:59:09.498998000,McGregor Museum,4377
2020-12-09 12:59:09.498998000,William Humphreys Art Gallery,1433
2020-12-09 12:59:09.498998000,Magersfontein Battlefield,5475
2020-12-09 12:59:09.498998000,Ghost Tours & Historical Walks,8050
2020-12-12 11:15:16.232464928,Kimberley Museum,3591
2020-12-12 11:15:16.232464928,McGregor Museum,5130
2020-12-12 11:15:16.232464928,William Humphreys Art Gallery,5571
2020-12-12 11:15:16.232464928,Magersfontein Battlefield,4496
2020-12-12 11:15:16.232464928,Ghost Tours & Historical Walks,6188
2020-12-15 09:31:22.965931864,Kimberley Museum,7253
2020-12-15 09:31:22.965931864,McGregor Museum,3810
2020-12-15 09:31:22.965931864,William Humphreys Art Gallery,6001
2020-12-15 09:31:22.965931864,Magersfontein Battlefield,5795
2020-12-15 09:31:22.965931864,Ghost Tours & Historical Walks,5704
2020-12-18 07:47:29.699398800,Kimberley Museum,6566
2020-12-18 07:47:29.699398800,McGregor Museum,5309
2020-12-18 07:47:29.699398800,William Humphreys Art Gallery,5479
2020-12-18 07:47:29.699398800,Magersfontein Battlefield,5011
2020-12-18 07:47:29.699398800,Ghost Tours & Historical Walks,7073
2020-12-21 06:03:36.432865736,Kimberley Museum,3900
2020-12-21 06:03:36.432865736,McGregor Museum,4661
2020-12-21 06:03:36.432865736,William Humphreys Art Gallery,6807
2020-12-21 06:03:36.432865736,Magersfontein Battlefield,5320
2020-12-21 06:03:36.432865736,Ghost Tours & Historical Walks,5099
2020-12-24 04:19:43.166332664,Kimberley Museum,3909
2020-12-24 04:19:43.166332664,McGregor Museum,6204
2020-12-24 04:19:43.166332664,William Humphreys Art Gallery,5034
2020-12-24 04:19:43.166332664,Magersfontein Battlefield,5488
2020-12-24 04:19:43.166332664,Ghost Tours & Historical Walks,3687
2020-12-27 02:35:49.899799600,Kimberley Museum,4489
2020-12-27 02:35:49.899799600,McGregor Museum,4657
2020-12-27 02:35:49.899799600,William Humphreys Art Gallery,2934
2020-12-27 02:35:49.899799600,Magersfontein Battlefield,7331
2020-12-27 02:35:49.899799600,Ghost Tours & Historical Walks,3987
2020-12-30 00:51:56.633266536,Kimberley Museum,5492
2020-12-30 00:51:56.633266536,McGregor Museum,5781
2020-12-30 00:51:56.633266536,William Humphreys Art Gallery,4683
2020-12-30 00:51:56.633266536,Magersfontein Battlefield,2300
2020-12-30 00:51:56.633266536,Ghost Tours & Historical Walks,6916
2021-01-01 23:08:03.366733472,Kimberley Museum,6627
2021-01-01 23:08:03.366733472,McGregor Museum,5278
2021-01-01 23:08:03.366733472,William Humphreys Art Gallery,3609
2021-01-01 23:08:03.366733472,Magersfontein Battlefield,4187
2021-01-01 23:08:03.366733472,Ghost Tours & Historical Walks,6252
2021-01-04 21:24:10.100200400,Kimberley Museum,4592
2021-01-04 21:24:10.100200400,McGregor Museum,8133
2021-01-04 21:24:10.100200400,William Humphreys Art Gallery,8483
2021-01-04 21:24:10.100200400,Magersfontein Battlefield,6076
2021-01-04 21:24:10.100200400,Ghost Tours & Historical Walks,4410
2021-01-07 19:40:16.833667336,Kimberley Museum,6928
2021-01-07 19:40:16.833667336,McGregor Museum,3975
2021-01-07 19:40:16.833667336,William Humphreys Art Gallery,6457
2021-01-07 19:40:16.833667336,Magersfontein Battlefield,7246
2021-01-07 19:40:16.833667336,Ghost Tours & Historical Walks,4703
2021-01-10 17:56:23.567134272,Kimberley Museum,5865
2021-01-10 17:56:23.567134272,McGregor Museum,5790
2021-01-10 17:56:23.567134272,William Humphreys Art Gallery,4201
2021-01-10 17:56:23.567134272,Magersfontein Battlefield,4055
2021-01-10 17:56:23.567134272,Ghost Tours & Historical Walks,5107
2021-01-13 16:12:30.300601208,Kimberley Museum,7362
2021-01-13 16:12:30.300601208,McGregor Museum,2764
2021-01-13 16:12:30.300601208,William Humphreys Art Gallery,5180
2021-01-13 16:12:30.300601208,Magersfontein Battlefield,6472
2021-01-13 16:12:30.300601208,Ghost Tours & Historical Walks,6189
2021-01-16 14:28:37.034068136,Kimberley Museum,6315
2021-01-16 14:28:37.034068136,McGregor Museum,4968
2021-01-16 14:28:37.034068136,William Humphreys Art Gallery,7703
2021-01-16 14:28:37.034068136,Magersfontein Battlefield,6222
2021-01-16 14:28:37.034068136,Ghost Tours & Historical Walks,4190
2021-01-19 12:44:43.767535072,Kimberley Museum,7425
2021-01-19 12:44:43.767535072,McGregor Museum,7052
2021-01-19 12:44:43.767535072,William Humphreys Art Gallery,2800
2021-01-19 12:44:43.767535072,Magersfontein Battlefield,4791
2021-01-19 12:44:43.767535072,Ghost Tours & Historical Walks,6503
2021-01-22 11:00:50.501002008,Kimberley Museum,6889
2021-01-22 11:00:50.501002008,McGregor Museum,4286
2021-01-22 11:00:50.501002008,William Humphreys Art Gallery,6121
2021-01-22 11:00:50.501002008,Magersfontein Battlefield,5746
2021-01-22 11:00:50.501002008,Ghost Tours & Historical Walks,4280
2021-01-25 09:16:57.234468936,Kimberley Museum,4816
2021-01-25 09:16:57.234468936,McGregor Museum,6318
2021-01-25 09:16:57.234468936,William Humphreys Art Gallery,5905
2021-01-25 09:16:57.234468936,Magersfontein Battlefield,4190
2021-01-25 09:16:57.234468936,Ghost Tours & Historical Walks,4374
2021-01-28 07:33:03.967935872,Kimberley Museum,4065
2021-01-28 07:33:03.967935872,McGregor Museum,5649
2021-01-28 07:33:03.967935872,William Humphreys Art Gallery,2743
2021-01-28 07:33:03.967935872,Magersfontein Battlefield,6140
2021-01-28 07:33:03.967935872,Ghost Tours & Historical Walks,5536
2021-01-31 05:49:10.701402808,Kimberley Museum,3835
2021-01-31 05:49:10.701402808,McGregor Museum,4652
2021-01-31 05:49:10.701402808,William Humphreys Art Gallery,6523
2021-01-31 05:49:10.701402808,Magersfontein Battlefield,7439
2021-01-31 05:49:10.701402808,Ghost Tours & Historical Walks,4524
2021-02-03 04:05:17.434869744,Kimberley Museum,6866
2021-02-03 04:05:17.434869744,McGregor Museum,7310
2021-02-03 04:05:17.434869744,William Humphreys Art Gallery,7626
2021-02-03 04:05:17.434869744,Magersfontein Battlefield,5485
2021-02-03 04:05:17.434869744,Ghost Tours & Historical Walks,2104
2021-02-06 02:21:24.168336672,Kimberley Museum,4513
2021-02-06 02:21:24.168336672,McGregor Museum,3563
2021-02-06 02:21:24.168336672,William Humphreys Art Gallery,6106
2021-02-06 02:21:24.168336672,Magersfontein Battlefield,2398
2021-02-06 02:21:24.168336672,Ghost Tours & Historical Walks,6313
2021-02-09 00:37:30.901803608,Kimberley Museum,8267
2021-02-09 00:37:30.901803608,McGregor Museum,7010
2021-02-09 00:37:30.901803608,William Humphreys Art Gallery,6285
2021-02-09 00:37:30.901803608,Magersfontein Battlefield,5925
2021-02-09 00:37:30.901803608,Ghost Tours & Historical Walks,5740
2021-02-11 22:53:37.635270544,Kimberley Museum,4371
2021-02-11 22:53:37.635270544,McGregor Museum,5484
2021-02-11 22:53:37.635270544,William Humphreys Art Gallery,3568
2021-02-11 22:53:37.635270544,Magersfontein Battlefield,4576
2021-02-11 22:53:37.635270544,Ghost Tours & Historical Walks,4893
2021-02-14 21:09:44.368737480,Kimberley Museum,5218
2021-02-14 21:09:44.368737480,McGregor Museum,7090
2021-02-14 21:09:44.368737480,William Humphreys Art Gallery,3939
2021-02-14 21:09:44.368737480,Magersfontein Battlefield,4621
2021-02-14 21:09:44.368737480,Ghost Tours & Historical Walks,4274
2021-02-17 19:25:51.102204408,Kimberley Museum,4180
2021-02-17 19:25:51.102204408,McGregor Museum,4646
2021-02-17 19:25:51.102204408,William Humphreys Art Gallery,5333
2021-02-17 19:25:51.102204408,Magersfontein Battlefield,5289
